identifier,citation,source_file,withdrawn,reason,row
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=4.2; H_T=1.0; predicted_log_Jc=5.984517703737607; predicted_log_Jc_lower_95=5.866011440595365; predicted_log_Jc_upper_95=6.109820183758652; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=4.2; H_T=5.0; predicted_log_Jc=5.929219623699489; predicted_log_Jc_lower_95=5.813729987105639; predicted_log_Jc_upper_95=6.054451348051834; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=20.0; H_T=0.1; bootstrap_iterations=5000; refusal_flag=T_above_Tc
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=20.0; H_T=1.0; bootstrap_iterations=5000; refusal_flag=T_above_Tc
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=20.0; H_T=5.0; bootstrap_iterations=5000; refusal_flag=T_above_Tc
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=10.780000000000001; H_T=0.1; predicted_log_Jc=5.773183462116472; predicted_log_Jc_lower_95=5.681777420503136; predicted_log_Jc_upper_95=5.9130339498401785; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=10.780000000000001; H_T=1.0; predicted_log_Jc=5.761857787667084; predicted_log_Jc_lower_95=5.670441279933555; predicted_log_Jc_upper_95=5.902037851419237; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=10.780000000000001; H_T=5.0; predicted_log_Jc=5.708683659342441; predicted_log_Jc_lower_95=5.61528567598334; predicted_log_Jc_upper_95=5.849539450152304; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=4.2; H_T=0.1; predicted_log_Jc=5.996159972950191; predicted_log_Jc_lower_95=5.877146982269887; predicted_log_Jc_upper_95=6.121613313756543; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=4.2; H_T=1.0; predicted_log_Jc=5.98441565369311; predicted_log_Jc_lower_95=5.866011440595365; predicted_log_Jc_upper_95=6.109868994499462; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=4.2; H_T=5.0; predicted_log_Jc=5.929148868030789; predicted_log_Jc_lower_95=5.813729987105639; predicted_log_Jc_upper_95=6.05472932559477; bootstrap_iterations=5000
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=20.0; H_T=0.1; bootstrap_iterations=5000; refusal_flag=T_above_Tc
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=20.0; H_T=1.0; bootstrap_iterations=5000; refusal_flag=T_above_Tc
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=20.0; H_T=5.0; bootstrap_iterations=5000; refusal_flag=T_above_Tc
10.1016/j.physc.2010.03.003,"Taen et al., Physica C 470 (2010) S391",data/phase_3_p57_de_novo_predictions.csv,2026-09-01,"the 25 recorded values are a log ladder. Three of the five isotherms fall by exactly 0.5000 dex per point across field intervals of 4.5, 10, 10 and 25 T, so the factor between consecutive points does not depend on how far the field moved. That is not a reading of a curve. The recorded field range also runs to 50 T against the record's own Hc2 of 47 T. The linear arithmetic screen did not see this because a Jc(H) figure is drawn on a log axis; analysis/audit_extraction_integrity.py now carries a log_ladder signature, which fires on this file and on no other in the corpus",compound_formula=FeTe0.61Se0.39; substructure=iron_chalcogenide_11; paper_id=elsevier_10.1016_j.physc.2010.03.003_VISION_PASS_LONG; source_provenance=A2; Tc_anchor_K=14.0; Tc_provenance_tier=extraction_csv; Hc2_T_anchor=47.0; Hc2_anchor_type=exact; Hc2_source=S1_v3_2_2B_extension; sample_form_commitment=single_crystal; predictor_method_scope=sample_form_conditional_median:single_crystal; T_K=10.780000000000001; H_T=0.1; predicted_log_Jc=5.7731834589893865; predicted_log_Jc_lower_95=5.6771934145932885; predicted_log_Jc_upper_95=5.9130339498401785; bootstrap_iterations=5000
